0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0,0.9982471516213848,1.0000000000000002,1.0035056967572307,0.9894829097283087,0.988606485539001,0.9903593339176162,0.9868536371603857,0.9798422436459246,0.9833479404031552,0.978965819456617,0.9772129710780018,0.9754601226993865,0.9833479404031552,0.992988606485539,0.9912357581069238,1.0087642418930765,1.0175284837861527,1.0140227870289222,1.0043821209465384,1.0122699386503071,1.0166520595968451,1.009640666082384,0.9947414548641544,0.9877300613496934,1.0070113935144611,1.0096406660823838,1.0192813321647678,1.0219106047326907,1.0254163014899214
1.0,1.040554962646745,1.0032017075773747,0.9903948772678762,0.9850586979722519,1.0213447171824974,1.0181430096051227,0.9946638207043756,0.9775880469583778,0.9722518676627534,0.9530416221985057,0.9284951974386338,0.9338313767342582,0.9263607257203841,0.9370330843116327,0.9381003201707575,0.9711846318036284,1.0074706510138738,0.9914621131270008,0.9935965848452506,0.9775880469583776,0.9637139807897543,0.9455709711846315,0.9274279615795088,0.9295624332977585,0.9274279615795088,0.9295624332977585,0.9252934898612589,0.9338313767342579,0.9370330843116323
1.0,0.9931972789115646,1.0,1.0011337868480725,1.007936507936508,1.0124716553287982,1.034013605442177,1.0192743764172336,1.0272108843537415,1.0578231292517009,1.0487528344671204,1.0566893424036283,1.0657596371882088,1.0895691609977325,1.08843537414966,1.080498866213152,1.0736961451247167,1.0714285714285716,1.0612244897959187,1.078231292517007,1.0827664399092973,1.114512471655329,1.138321995464853,1.1156462585034017,1.0997732426303857,1.1519274376417237,1.156462585034014,1.13265306122449,1.2086167800453518,1.1836734693877553
1.0,1.0224839400428265,1.0428265524625266,1.0535331905781584,1.0567451820128477,1.0599571734475373,1.0599571734475373,1.0535331905781582,1.0513918629550318,1.0588865096359739,1.0460385438972157,1.0396145610278367,1.0535331905781578,1.0877944325481792,1.0942184154175583,1.1027837259100637,1.1220556745182007,1.1263383297644534,1.124197002141327,1.1413276231263378,1.1349036402569588,1.130620985010706,1.1220556745182007,1.1220556745182007,1.1049250535331898,1.1156316916488216,1.1199143468950743,1.092077087794432,1.0942184154175583,1.1070663811563164
1.0,1.0141010575793183,1.017626321974148,1.035252643948296,1.0587544065804937,1.0599294947121036,1.048178613396005,1.0493537015276149,1.0399529964747358,1.0458284371327853,1.0528789659224447,1.0352526439482967,1.0329024676850769,1.0681551116333732,1.0716803760282028,1.1104582843713284,1.1069330199764988,1.1175088131609878,1.1186839012925978,1.1269095182138669,1.1022326674500595,1.109283196239719,1.1139835487661585,1.0975323149236202,1.0716803760282032,1.0622796709753242,1.0681551116333734,1.0575793184488846,1.0846063454759116,1.0834312573443017
1.0,1.0102622576966933,1.006841505131129,1.0205245153933868,1.0193842645381987,1.0182440136830107,1.0262257696693275,1.0342075256556447,1.0535917901938432,1.0456100342075263,1.0478905359179025,1.044469783352338,1.0433295324971499,1.0501710376282787,1.0490307867730906,1.051311288483467,1.04332953249715,1.0535917901938434,1.04332953249715,1.0684150513112893,1.066134549600913,1.0809578107183588,1.0832383124287353,1.0843785632839233,1.042189281641962,1.0228050171037635,1.0239452679589518,1.0285062713797042,1.050171037628279,1.0148232611174466
1.0,1.010054844606947,1.020109689213894,1.0351919561243146,1.0680987202925045,1.0511882998171846,1.0361060329067642,1.0671846435100547,1.049360146252285,1.0621572212065813,1.0553016453382085,1.0571297989031079,1.0507312614259599,1.056672760511883,1.0479890310786106,1.0479890310786106,1.046617915904936,1.04981718464351,1.056672760511883,1.084095063985375,1.0767824497257772,1.077239488117002,1.0831809872029252,1.0699268738574041,1.0388482632541134,1.0265082266910421,1.0511882998171849,1.0237659963436931,1.0530164533820843,1.040219378427788
1.0,1.008510866074296,1.0012043678407023,1.008510866074296,1.0182528637190877,1.0206615994004922,1.0206615994004922,1.006075366663098,1.03527459586768,1.0401455946900757,1.0377100952788778,1.05109196017557,1.046220961353174,1.0729846911465581,1.0681136923241623,1.0705491917353605,1.0960817899582487,1.120436784070228,1.1167701530885346,1.1180012846590301,1.111925917995932,1.1046194197623382,1.1192056524997325,1.093673054276844,1.0924419227063484,1.0973129215287443,1.0997484209399424,1.058398458409164,1.085162188202548,1.1119259179959322
1.0,1.0,0.9941262848751835,0.97503671071953,0.9838472834067545,1.0044052863436121,0.9926578560939793,1.014684287812041,1.0102790014684286,1.0323054331864903,1.0484581497797354,1.0367107195301026,1.0396475770925109,1.041116005873715,1.0513950073421439,1.0440528634361232,1.0469897209985313,1.0734214390602053,1.0616740088105723,1.0807635829662257,1.0763582966226133,1.0748898678414092,1.0631424375917762,1.049926578560939,1.0558002936857553,1.076358296622613,1.088105726872246,1.0587371512481638,1.1204111600587365,1.110132158590308
1.0,1.0134920634920634,0.9999999999999999,1.018253968253968,1.0317460317460316,1.0539682539682538,1.064285714285714,1.0674603174603172,1.0730158730158728,1.1507936507936505,1.2039682539682537,1.1984126984126982,1.1738095238095236,1.1809523809523808,1.1825396825396826,1.1515873015873017,1.1500000000000001,1.1674603174603175,1.2182539682539684,1.0960317460317461,1.0476190476190477,1.0007936507936508,1.0047619047619047,0.9706349206349206,0.9531746031746031,0.9444444444444444,0.9690476190476189,1.0007936507936508,1.0317460317460316,1.0317460317460316
