date,2317,2327,3626,4307,4684,4726,4793,4812,8056,9613,9640,9682,9719,9739,9742
2015/2/23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015/2/24,1.010262258,1,1.010043042,1.008510866,0.993197279,0.994248151,1.005512679,0.998247152,1.010733453,1.02248394,1.013492063,1.010054845,1.019386107,1.040554963,1.014101058
2015/2/25,1.006841505,0.994126285,1.006695361,1.001204368,1,0.974527527,0.996692393,1,1.02862254,1.042826552,1,1.020109689,1.027463651,1.003201708,1.017626322
2015/2/26,1.020524515,0.975036711,0.992826399,1.008510866,1.001133787,0.981101068,1.006615215,1.003505697,1.03667263,1.053533191,1.018253968,1.035191956,1.050080775,0.990394877,1.035252644
2015/2/27,1.019384265,0.983847283,1.009086561,1.018252864,1.007936508,0.97863599,0.992282249,0.98948291,1.048300537,1.056745182,1.031746032,1.06809872,1.061389338,0.985058698,1.058754407
2015/3/2,1.018244014,1.004405286,0.99856528,1.020661599,1.012471655,0.981922761,0.996692393,0.988606486,1.046511628,1.059957173,1.053968254,1.0511883,1.064620355,1.021344717,1.059929495
2015/3/3,1.02622577,0.992657856,1.00143472,1.020661599,1.034013605,0.972884141,0.997794928,0.990359334,1.052772809,1.059957173,1.064285714,1.036106033,1.05815832,1.01814301,1.048178613
2015/3/4,1.034207526,1.014684288,0.985174558,1.006075367,1.019274376,0.976170912,0.98676957,0.986853637,1.033989267,1.053533191,1.067460317,1.067184644,1.04361874,0.994663821,1.049353702
2015/3/5,1.05359179,1.010279001,0.996174079,1.035274596,1.027210884,0.973705834,0.98676957,0.979842244,1.023255814,1.051391863,1.073015873,1.049360146,1.035541195,0.977588047,1.039952996
2015/3/6,1.045610034,1.032305433,0.99952176,1.040145595,1.057823129,0.976992605,0.991179713,0.98334794,1.023255814,1.05888651,1.150793651,1.062157221,1.042003231,0.972251868,1.045828437
2015/3/9,1.047890536,1.04845815,1.011956002,1.037710095,1.048752834,0.977814297,0.980154355,0.978965819,1.054561717,1.046038544,1.203968254,1.055301645,1.045234249,0.953041622,1.052878966
2015/3/10,1.044469783,1.03671072,1.033955045,1.05109196,1.056689342,0.973705834,0.985667034,0.977212971,1.039355993,1.039614561,1.198412698,1.057129799,1.051696284,0.928495197,1.035252644
2015/3/11,1.043329532,1.039647577,1.034911526,1.046220961,1.065759637,0.972884141,0.97353914,0.975460123,1.039355993,1.053533191,1.173809524,1.050731261,1.02907916,0.933831377,1.032902468
2015/3/12,1.050171038,1.041116006,1.039693926,1.072984691,1.089569161,0.973705834,0.970231533,0.98334794,1.054561717,1.087794433,1.180952381,1.056672761,1.035541195,0.926360726,1.068155112
2015/3/13,1.049030787,1.051395007,1.037780966,1.068113692,1.088435374,0.973705834,0.969128997,0.992988606,1.077817531,1.094218415,1.182539683,1.047989031,1.04361874,0.937033084,1.071680376
2015/3/16,1.051311288,1.044052863,1.044954567,1.070549192,1.080498866,0.976170912,0.964718853,0.991235758,1.067978533,1.102783726,1.151587302,1.047989031,1.064620355,0.93810032,1.110458284
2015/3/17,1.043329532,1.046989721,1.069823051,1.09608179,1.073696145,0.974527527,0.963616318,1.008764242,1.07960644,1.122055675,1.15,1.046617916,1.050080775,0.971184632,1.10693302
2015/3/18,1.05359179,1.073421439,1.058345289,1.120436784,1.071428571,0.975349219,0.968026461,1.017528484,1.092128801,1.12633833,1.167460317,1.049817185,1.042003231,1.007470651,1.117508813
