2015-11-30,565,577,560,573,1375000,573
2015-11-27,559,567,559,563,856000,563
2015-11-26,549,560,547,556,729000,556
2015-11-25,552,552,546,549,745000,549
2015-11-24,560,563,553,555,1128000,555
2015-11-20,559,564,556,560,1094000,560
2015-11-19,569,570,559,559,1475000,559
2015-11-18,564,573,561,569,874000,569
2015-11-17,572,574,564,569,856000,569
2015-11-16,559,567,559,566,665000,566
2015-11-13,553,570,552,569,921000,569
2015-11-12,565,565,557,559,1091000,559
2015-11-11,545,565,543,564,1842000,564
2015-11-10,533,542,528,541,864000,541
2015-11-09,545,545,533,535,1050000,535
2015-11-06,537,547,530,539,1504000,539
2015-11-05,542,543,533,534,963000,534
2015-11-04,550,551,536,538,988000,538
2015-11-02,548,548,532,542,1029000,542
2015-10-30,537,550,537,550,1163000,550
2015-10-29,540,542,526,538,1635000,538
2015-10-28,539,554,532,539,3835000,539
2015-10-27,499,515,499,511,1174000,511
2015-10-26,505,507,496,503,841000,503
2015-10-23,498,504,491,504,1235000,504
2015-10-22,477,495,477,493,1246000,493
2015-10-21,478,482,475,482,556000,482
2015-10-20,475,480,471,478,577000,478
2015-10-19,474,480,471,476,581000,476
2015-10-16,478,481,470,472,686000,472
2015-10-15,467,479,465,478,1363000,478
2015-10-14,461,470,460,463,1137000,463
2015-10-13,460,469,453,467,1269000,467
2015-10-09,460,464,447,464,2385000,464
2015-10-08,480,483,464,466,1509000,466
2015-10-07,501,501,480,484,1701000,484
2015-10-06,521,522,501,505,768000,505
2015-10-05,516,520,499,505,1012000,505
2015-10-02,498,504,493,497,426000,497
2015-10-01,504,507,494,496,539000,496
2015-09-30,479,498,479,497,835000,497
2015-09-29,492,499,476,482,1170000,482
2015-09-28,498,501,489,499,777000,499
2015-09-25,501,515,499,506,1369000,506
2015-09-24,494,509,491,491,963000,491
2015-09-18,495,507,491,497,1330000,497
2015-09-17,510,511,491,494,1958000,494
2015-09-16,523,526,509,513,724000,513
2015-09-15,517,531,517,521,593000,521
2015-09-14,524,537,516,516,739000,516
2015-09-11,523,530,516,524,1007000,524
2015-09-10,519,523,508,521,895000,521
2015-09-09,531,533,514,533,863000,533
2015-09-08,537,538,511,513,1048000,513
2015-09-07,537,543,533,540,537000,540
2015-09-04,555,555,538,543,1058000,543
2015-09-03,551,563,550,551,964000,551
2015-09-02,541,560,532,547,1433000,547
2015-09-01,573,579,551,551,1380000,551
2015-08-31,576,589,569,589,909000,589
2015-08-28,582,585,567,574,1032000,574
2015-08-27,556,578,556,572,1195000,572
2015-08-26,554,564,548,554,957000,554
2015-08-25,560,581,541,553,1729000,553
2015-08-24,576,593,565,568,1796000,568
2015-08-21,568,599,565,586,2287000,586
2015-08-20,589,599,575,576,875000,576
2015-08-19,596,597,581,590,961000,590
2015-08-18,602,624,599,602,1974000,602
2015-08-17,579,600,575,600,923000,600
2015-08-14,576,585,569,577,1000000,577
2015-08-13,561,583,557,577,1259000,577
2015-08-12,586,588,564,570,1973000,570
2015-08-11,602,608,583,593,2010000,593
2015-08-10,575,605,575,602,2244000,602
2015-08-07,569,595,556,581,2212000,581
2015-08-06,550,613,550,569,4827000,569
2015-08-05,532,544,532,542,1340000,542
2015-08-04,531,539,521,529,1385000,529
2015-08-03,507,539,506,539,1991000,539
2015-07-31,492,511,488,507,1676000,507
2015-07-30,490,490,477,479,452000,479
2015-07-29,479,488,475,487,744000,487
2015-07-28,470,480,468,478,734000,478
2015-07-27,473,484,470,470,963000,470
2015-07-24,467,475,465,472,617000,472
2015-07-23,460,466,457,466,385000,466
2015-07-22,460,464,459,461,238000,461
2015-07-21,465,466,459,461,332000,461
2015-07-17,463,465,460,464,291000,464
2015-07-16,465,466,459,464,535000,464
2015-07-15,451,464,451,464,666000,464
2015-07-14,454,455,449,451,539000,451
2015-07-13,448,449,441,449,322000,449
2015-07-10,456,456,441,444,848000,444
2015-07-09,444,450,436,448,625000,448
2015-07-08,460,462,451,451,933000,451
2015-07-07,446,460,445,460,641000,460
2015-07-06,440,447,437,440,736000,440
2015-07-03,451,452,443,443,456000,443
2015-07-02,451,452,445,451,778000,451
2015-07-01,447,451,443,446,452000,446
2015-06-30,446,450,443,449,567000,449
2015-06-29,442,451,441,444,501000,444
2015-06-26,455,455,441,454,844000,454
2015-06-25,459,459,451,452,369000,452
2015-06-24,462,463,454,458,511000,458
2015-06-23,457,461,454,460,694000,460
2015-06-22,455,458,449,452,628000,452
2015-06-19,448,456,446,452,1331000,452
2015-06-18,441,443,436,440,400000,440
2015-06-17,436,444,436,441,698000,441
2015-06-16,437,439,434,437,383000,437
2015-06-15,432,440,432,437,230000,437
2015-06-12,444,444,434,436,851000,436
2015-06-11,434,439,432,439,549000,439
2015-06-10,431,432,427,431,447000,431
2015-06-09,434,437,430,431,658000,431
2015-06-08,439,440,435,438,382000,438
2015-06-05,437,442,435,439,513000,439
2015-06-04,438,438,435,436,380000,436
2015-06-03,444,444,439,441,409000,441
2015-06-02,450,452,442,442,738000,442
2015-06-01,434,449,434,447,1304000,447
2015-05-29,428,435,426,431,687000,431
2015-05-28,431,432,425,426,925000,426
2015-05-27,429,432,427,431,688000,431
2015-05-26,431,433,429,429,664000,429
2015-05-25,432,435,431,433,400000,433
2015-05-22,433,434,430,431,508000,431
2015-05-21,434,437,431,432,628000,432
2015-05-20,437,437,432,435,428000,435
2015-05-19,436,438,430,432,746000,432
2015-05-18,430,438,430,434,518000,434
2015-05-15,426,434,425,430,621000,430
2015-05-14,424,440,423,426,920000,426
2015-05-13,429,431,423,424,788000,424
2015-05-12,435,437,427,427,984000,427
2015-05-11,440,445,437,437,513000,437
2015-05-08,430,436,430,433,236000,433
2015-05-07,434,439,429,430,749000,430
2015-05-01,442,444,433,435,853000,435
2015-04-30,451,453,442,444,728000,444
2015-04-28,455,458,451,454,613000,454
2015-04-27,455,458,452,453,427000,453
2015-04-24,459,459,453,455,518000,455
2015-04-23,464,467,458,459,640000,459
2015-04-22,464,464,457,461,621000,461
2015-04-21,458,463,453,463,474000,463
2015-04-20,451,457,450,456,435000,456
2015-04-17,454,454,450,450,598000,450
2015-04-16,456,459,450,456,679000,456
2015-04-15,462,466,455,455,432000,455
2015-04-14,467,468,464,465,461000,465
2015-04-13,480,480,461,463,917000,463
2015-04-10,480,482,475,478,412000,478
2015-04-09,485,486,481,484,258000,484
2015-04-08,475,487,475,485,645000,485
2015-04-07,480,480,470,474,706000,474
2015-04-06,482,488,478,481,301000,481
2015-04-03,468,483,468,482,743000,482
2015-04-02,455,470,454,468,678000,468
2015-04-01,457,458,447,451,619000,451
