0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
493.10999999999996,491.19999999999993,488.0999999999999,484.71999999999997,483.93,483.15,482.87,483.84,484.64,485.27,485.93999999999994,485.85999999999996,485.94999999999993,486.2499999999999,486.62999999999994,478.46999999999997,470.23999999999995,462.93999999999994,456.45,448.5,440.94000000000005,433.81000000000006,426.32000000000005,419.11,411.88,412.53999999999996,413.52,412.4,411.34,413.7499999999999,417.1399999999999,421.1199999999999,425.42999999999984,429.3799999999998,433.24999999999983,437.53999999999985,440.67999999999984,443.79999999999984,446.3699999999998,446.54999999999984,446.0199999999998,445.0899999999998,443.5399999999998,441.63999999999976,439.3499999999998,436.6499999999998,435.4399999999999,434.1399999999999,432.94999999999993,431.3999999999999,428.51999999999987
1575.4,1573.65,1573.55,1572.75,1574.0,1579.4,1587.25,1599.15,1610.25,1623.95,1639.75,1656.4,1669.05,1679.4,1686.7,1692.1,1693.9,1693.05,1691.2,1689.0,1687.65,1687.1,1692.7,1705.8,1719.5,1732.7,1746.0,1759.5,1777.15,1792.6,1804.0,1812.8,1816.65,1815.85,1811.85,1802.15,1789.65,1777.6,1769.3,1763.4,1757.7,1751.7,1745.1,1736.7,1731.75,1729.65,1738.15,1744.5,1745.9,1746.1,1741.05
8236.0,8217.2,8191.7,8136.4,8083.6,8041.1,8021.7,7986.3,7945.3,7889.6,7731.6,7585.1,7439.7,7324.6,7230.9,7152.5,7077.0,7019.6,6968.5,6918.6,6986.1,7054.6,7135.5,7209.8,7286.7,7332.6,7378.0,7415.4,7470.0,7544.9,7616.4,7676.5,7715.6,7781.9,7811.3,7846.7,7851.2,7843.4,7837.8,7827.3,7809.3,7789.7,7779.9,7746.8,7761.2,7759.7,7799.8,7851.2,7882.1,7907.5,7906.0
2162.4,2165.2,2169.1,2171.5,2170.8,2164.8,2160.0,2159.0,2158.1,2153.8,2146.7,2140.0,2140.6,2143.5,2148.6,2155.8,2164.1,2171.0,2177.2,2185.6,2197.7,2209.7,2217.7,2224.2,2234.8,2242.9,2248.7,2252.9,2256.5,2263.3,2268.1,2275.0,2277.4,2284.4,2288.5,2293.6,2295.6,2293.9,2293.9,2291.0,2284.9,2277.9,2268.1,2252.9,2241.9,2230.4,2226.5,2228.0,2227.8,2225.9,2221.3
820.3799999999999,819.5,817.28,813.55,810.8199999999999,808.8199999999998,810.1299999999998,812.8199999999997,815.7299999999998,818.5199999999998,820.6999999999996,821.9299999999996,822.9299999999996,825.0499999999995,827.5099999999995,829.2099999999995,827.9799999999996,826.9099999999995,827.0699999999994,827.2199999999993,828.7799999999994,831.8499999999995,834.6999999999995,838.0399999999996,840.7499999999997,842.9299999999997,843.9899999999996,845.3299999999997,846.3299999999997,847.3499999999998,846.5199999999998,846.1599999999996,845.5799999999997,845.1499999999996,843.6499999999996,842.2599999999996,841.2399999999998,839.2799999999997,838.2999999999998,837.7599999999999,837.55,836.15,834.85,832.3399999999999,831.5,831.25,832.7199999999999,834.4999999999998,834.3099999999998,832.7999999999998,829.3499999999998
1285.3,1294.4,1303.9,1312.1,1319.1,1325.7,1331.6,1334.2,1337.8,1341.4,1343.9,1344.5,1342.2,1339.5,1339.4,1340.4,1339.4,1339.6,1355.0,1369.4,1388.7,1415.1,1446.4,1474.6,1501.1,1522.7,1544.7,1564.4,1568.8,1574.7,1577.7,1575.4,1569.2,1568.6,1566.7,1567.8,1565.2,1560.7,1557.4,1553.8,1546.9,1538.3,1529.2,1517.4,1508.7,1503.5,1504.6,1502.2,1497.1,1488.7,1478.8
1483.0,1492.4,1499.65,1504.75,1510.8,1518.05,1525.45,1532.3,1538.55,1544.85,1553.05,1558.0,1561.1,1563.9,1568.95,1571.7,1571.7,1570.9,1572.15,1573.8,1578.45,1585.8,1596.15,1607.05,1617.05,1624.75,1634.05,1643.9,1655.95,1667.55,1674.0,1679.4,1683.35,1686.45,1687.1,1687.4,1685.65,1684.45,1681.6,1679.5,1678.4,1677.0,1673.35,1666.15,1661.75,1656.25,1655.6,1653.75,1649.15,1644.0,1634.4
3523.55,3578.0,3613.6,3624.15,3637.5,3656.55,3671.6,3671.25,3677.4,3683.3,3677.4,3663.9,3657.55,3662.95,3663.65,3668.3,3684.05,3710.55,3718.25,3734.55,3755.45,3786.7,3814.5,3838.9,3860.8,3881.05,3888.55,3883.3,3885.4,3882.4,3874.65,3859.6,3844.4,3836.35,3825.5,3801.95,3771.85,3754.3,3746.55,3739.0,3738.3,3733.75,3728.15,3718.75,3711.1,3714.9,3736.9,3753.6,3765.65,3774.85,3770.6
1749.9,1758.2,1765.0,1765.5,1764.6,1757.2,1746.8,1738.3,1730.7,1718.4,1710.7,1699.7,1683.7,1673.1,1664.5,1661.8,1660.3,1658.2,1654.9,1652.5,1648.9,1651.0,1659.1,1667.0,1674.8,1681.9,1690.1,1696.7,1704.5,1713.8,1721.4,1730.4,1735.1,1740.9,1743.5,1743.1,1737.0,1729.9,1724.6,1719.1,1710.6,1695.5,1683.5,1671.0,1661.1,1653.7,1653.5,1653.6,1649.4,1642.1,1632.3
4421.2,4452.75,4468.9,4480.85,4485.35,4491.75,4490.35,4486.15,4486.85,4489.6,4474.6,4453.55,4435.3,4408.2,4382.3,4356.15,4336.95,4317.35,4293.2,4268.8,4262.7,4263.05,4268.7,4277.55,4280.7,4280.55,4279.65,4286.65,4295.65,4298.7,4298.35,4294.85,4286.3,4276.45,4275.6,4274.65,4267.35,4251.05,4235.15,4222.95,4207.45,4195.45,4181.85,4169.35,4158.9,4152.5,4156.15,4160.2,4164.6,4155.55,4138.15
