0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
368.4,371.5,374.4,377.2,379.9,382.7,385.1,388.0,391.2,395.4,398.6,400.3,401.7,402.7,405.1,406.9,408.8,410.3,411.3,409.8,408.3,408.9,410.1,411.0,410.9,411.0,410.9,410.4,409.6,409.3,409.9,409.8,409.0,408.8,408.3,407.7,406.3,404.0,402.5,400.5,398.5,395.9,393.3,389.8,387.2,385.2,384.8,385.2,384.4,383.4,381.3
837.9100000000001,838.07,837.9800000000001,835.4100000000001,830.25,824.4300000000001,817.9500000000002,811.0400000000002,805.4300000000001,801.8200000000002,798.7500000000002,796.6100000000002,781.3700000000002,768.4500000000002,757.3300000000002,744.7400000000001,734.0300000000002,723.4700000000001,710.5200000000002,698.5900000000001,686.9100000000002,674.5500000000003,676.4500000000003,677.0600000000002,675.6100000000002,675.9900000000002,677.1300000000002,677.0900000000003,677.8100000000003,679.4800000000002,681.3200000000003,684.1800000000002,690.0400000000002,697.3200000000003,704.2800000000002,709.3800000000002,709.9900000000002,710.9900000000002,714.0700000000002,717.3900000000001,720.8800000000001,723.2700000000002,722.1600000000001,719.3000000000002,718.0900000000003,717.9900000000002,721.1300000000002,724.1800000000002,725.8000000000003,725.2500000000002,721.9100000000003
249.7,250.1,250.7,251.1,251.1,250.8,250.3,250.2,250.2,250.4,250.0,249.5,248.6,247.7,247.8,247.8,248.5,248.9,249.5,250.2,251.1,252.3,253.6,254.9,255.9,256.8,257.0,257.4,257.8,257.9,258.6,259.5,260.2,261.3,262.1,263.0,263.5,263.8,264.1,264.6,264.4,263.4,262.1,260.5,259.8,258.8,258.7,258.6,258.4,258.1,257.4
1939.6,1938.3,1940.0,1939.2,1933.7,1930.0,1928.0,1929.5,1932.8,1935.9,1940.0,1942.0,1940.7,1939.4,1941.4,1938.7,1935.0,1927.0,1918.9,1908.0,1897.8,1893.4,1887.1,1886.1,1886.5,1889.1,1893.8,1899.5,1903.6,1912.9,1920.5,1926.3,1930.2,1933.9,1937.3,1937.6,1932.0,1925.1,1916.6,1906.6,1896.8,1885.5,1874.2,1859.4,1846.3,1835.9,1835.0,1833.5,1830.8,1827.0,1818.2
1319.75,1324.3,1327.5,1330.0,1332.05,1333.05,1333.0,1333.75,1337.85,1340.45,1342.35,1334.3,1326.65,1318.65,1311.15,1305.45,1298.0,1290.55,1280.5,1269.25,1260.1,1264.6,1267.05,1269.95,1272.9,1273.6,1278.05,1280.8,1285.05,1289.45,1291.1,1291.4,1292.6,1294.85,1296.6,1299.85,1296.8,1293.5,1288.6,1283.9,1278.2,1271.85,1264.95,1257.3,1251.8,1246.9,1247.95,1250.1,1253.15,1255.15,1256.55
887.4,894.7,901.8,904.8,907.5,907.4,907.5,909.8,911.2,913.8,920.2,928.6,935.2,940.7,948.7,958.8,969.1,977.8,988.2,998.0,1002.8,1006.1,1007.2,1012.3,1017.4,1020.9,1022.5,1026.1,1027.5,1028.6,1026.5,1022.7,1021.8,1019.8,1015.9,1017.1,1017.5,1015.4,1013.5,1012.9,1014.4,1013.5,1013.6,1012.6,1015.1,1013.6,1014.9,1017.4,1018.7,1018.5,1015.8
5435.0,5438.0,5443.0,5442.0,5444.0,5451.0,5444.0,5437.0,5431.0,5434.0,5449.0,5460.0,5454.0,5449.0,5456.0,5455.0,5455.0,5454.0,5455.0,5453.0,5442.0,5438.0,5447.0,5451.0,5462.0,5479.0,5492.0,5517.0,5545.0,5574.0,5605.0,5642.0,5672.0,5714.0,5741.0,5755.0,5760.0,5750.0,5743.0,5734.0,5718.0,5697.0,5687.0,5670.0,5662.0,5668.0,5684.0,5685.0,5674.0,5651.0,5620.0
243.8,247.2,251.8,254.8,256.0,256.8,258.4,261.3,263.7,265.2,265.0,264.5,262.8,262.4,262.5,255.6,250.3,243.3,236.5,228.6,219.3,210.4,201.1,191.9,182.7,181.0,177.3,174.3,171.3,170.1,170.5,170.6,171.1,171.8,172.3,171.9,171.3,171.0,171.2,170.8,170.5,170.3,169.9,169.2,168.8,168.5,168.0,167.3,166.1,164.9,163.3
8595.0,8607.0,8606.0,8562.0,8531.0,8506.0,8485.0,8474.0,8460.0,8451.0,8431.0,8442.0,8455.0,8489.0,8525.0,8571.0,8611.0,8654.0,8718.0,8784.0,8858.0,8921.0,8993.0,9070.0,9152.0,9225.0,9297.0,9372.0,9466.0,9549.0,9642.0,9721.0,9779.0,9852.0,9909.0,9969.0,9986.0,9973.0,9959.0,9979.0,9978.0,9954.0,9946.0,9922.0,9918.0,9910.0,9955.0,10005.0,9989.0,9935.0,9871.0
17128.5,17219.5,17294.5,17249.0,17202.0,17136.0,17063.5,17018.0,16946.0,16892.0,16895.5,16855.0,16836.5,16886.5,16953.0,17082.0,17229.5,17375.0,17635.0,17905.0,18124.0,18375.5,18629.5,18878.5,19088.5,19239.5,19407.5,19599.5,19733.0,19800.0,19890.0,19975.5,20027.0,20101.0,20168.0,20211.0,20172.5,20031.5,19904.0,19872.0,19839.0,19793.0,19772.0,19763.5,19857.5,19957.5,20146.5,20432.5,20676.5,20865.5,20980.0
